Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master,Chrome 125.0.0.0,,,11-06-2024 11:13:01,11-06-2024 11:14:45,1m - 43.662s,PASSED
,,,,,,,
Test Cases/Logi/Login,Chrome 125.0.0.0,,,11-06-2024 11:13:02,11-06-2024 11:13:56,54.575s,PASSED
"openBrowser(""https://gpstqa-new.dipostar.org/dipo/"")",Chrome 125.0.0.0,,,11-06-2024 11:13:02,11-06-2024 11:13:13,10.901s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,11-06-2024 11:13:13,11-06-2024 11:13:13,0.068s,PASSED
"setText(findTestObject(""Home page/input__username""), ""aldo"")",Chrome 125.0.0.0,,,11-06-2024 11:13:13,11-06-2024 11:13:14,0.795s,PASSED
"setEncryptedText(findTestObject(""Home page/input__password""), ""TRrAuhBZTmGN3YbeoZ5Gng=="")",Chrome 125.0.0.0,,,11-06-2024 11:13:14,11-06-2024 11:13:14,0.557s,PASSED
"click(findTestObject(""Home page/btn_Login""))",Chrome 125.0.0.0,,,11-06-2024 11:13:14,11-06-2024 11:13:15,0.322s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"", STOP_ON_FAILURE)",Chrome 125.0.0.0,,,11-06-2024 11:13:15,11-06-2024 11:13:56,41.415s,PASSED
,,,,,,,
Test Cases/Master/Position,Chrome 125.0.0.0,,,11-06-2024 11:13:56,11-06-2024 11:14:09,13.090s,PASSED
"click(findTestObject(""Master""))",Chrome 125.0.0.0,,,11-06-2024 11:13:56,11-06-2024 11:13:57,0.395s,PASSED
"click(findTestObject(""Master Position/Position""))",Chrome 125.0.0.0,,,11-06-2024 11:13:57,11-06-2024 11:13:57,0.546s,PASSED
"takeScreenshotAsCheckpoint(""Menampilkan halaman position"")",Chrome 125.0.0.0,,,11-06-2024 11:13:57,11-06-2024 11:14:05,7.919s,PASSED
"setText(findTestObject(""Master Position/search""), ""Field collector"")",Chrome 125.0.0.0,,,11-06-2024 11:14:05,11-06-2024 11:14:06,0.842s,PASSED
"click(findTestObject(""Master Position/btn search""))",Chrome 125.0.0.0,,,11-06-2024 11:14:06,11-06-2024 11:14:07,0.930s,PASSED
"takeScreenshotAsCheckpoint(""Menampilkan pencarian"")",Chrome 125.0.0.0,,,11-06-2024 11:14:07,11-06-2024 11:14:09,2.362s,PASSED
,,,,,,,
Test Cases/Master/Regional,Chrome 125.0.0.0,,,11-06-2024 11:14:09,11-06-2024 11:14:17,7.947s,PASSED
