Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
change pass,Chrome 125.0.0.0,,,10-06-2024 10:23:27,10-06-2024 10:26:01,2m - 34.706s,FAILED
,,,,,,,
Test Cases/Login,Chrome 125.0.0.0,,,10-06-2024 10:23:27,10-06-2024 10:23:44,17.395s,PASSED
"openBrowser(""https://gpstqa-new.dipostar.org/dipo/"")",Chrome 125.0.0.0,,,10-06-2024 10:23:27,10-06-2024 10:23:37,10.227s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,10-06-2024 10:23:37,10-06-2024 10:23:37,0.055s,PASSED
"setText(findTestObject(""Page_Home/input__username""), ""aldo"")",Chrome 125.0.0.0,,,10-06-2024 10:23:37,10-06-2024 10:23:38,0.748s,PASSED
"setEncryptedText(findTestObject(""Page_Home/input__password""), ""TRrAuhBZTmGN3YbeoZ5Gng=="")",Chrome 125.0.0.0,,,10-06-2024 10:23:38,10-06-2024 10:23:38,0.355s,PASSED
"click(findTestObject(""Page_Home/btn_Login""))",Chrome 125.0.0.0,,,10-06-2024 10:23:38,10-06-2024 10:23:39,0.327s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"", STOP_ON_FAILURE)",Chrome 125.0.0.0,,,10-06-2024 10:23:39,10-06-2024 10:23:44,5.417s,PASSED
,,,,,,,
Test Cases/Change pass,Chrome 125.0.0.0,,,10-06-2024 10:25:28,10-06-2024 10:26:01,32.889s,FAILED
"click(findTestObject(""Change pass/change password""))",Chrome 125.0.0.0,,,10-06-2024 10:25:28,10-06-2024 10:26:01,32.871s,FAILED
