Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master,Chrome 125.0.0.0,,,11-06-2024 11:08:31,11-06-2024 11:09:22,50.435s,PASSED
,,,,,,,
Test Cases/Logi/Login,Chrome 125.0.0.0,,,11-06-2024 11:08:31,11-06-2024 11:09:04,32.264s,PASSED
"openBrowser(""https://gpstqa-new.dipostar.org/dipo/"")",Chrome 125.0.0.0,,,11-06-2024 11:08:32,11-06-2024 11:08:41,8.989s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,11-06-2024 11:08:41,11-06-2024 11:08:41,0.062s,PASSED
"setText(findTestObject(""Home page/input__username""), ""aldo"")",Chrome 125.0.0.0,,,11-06-2024 11:08:41,11-06-2024 11:08:42,0.779s,PASSED
"setEncryptedText(findTestObject(""Home page/input__password""), ""TRrAuhBZTmGN3YbeoZ5Gng=="")",Chrome 125.0.0.0,,,11-06-2024 11:08:42,11-06-2024 11:08:42,0.378s,PASSED
"click(findTestObject(""Home page/btn_Login""))",Chrome 125.0.0.0,,,11-06-2024 11:08:42,11-06-2024 11:08:42,0.321s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"", STOP_ON_FAILURE)",Chrome 125.0.0.0,,,11-06-2024 11:08:42,11-06-2024 11:09:04,21.473s,PASSED
,,,,,,,
Test Cases/Master/Aplication rules,Chrome 125.0.0.0,,,11-06-2024 11:09:14,11-06-2024 11:09:22,7.762s,PASSED
"click(findTestObject(""Master""))",Chrome 125.0.0.0,,,11-06-2024 11:09:14,11-06-2024 11:09:14,0.362s,PASSED
"click(findTestObject(""Aplication rules/Aolications rules""))",Chrome 125.0.0.0,,,11-06-2024 11:09:14,11-06-2024 11:09:15,0.386s,PASSED
"takeScreenshotAsCheckpoint(""menampilkan halaman aplication rules"")",Chrome 125.0.0.0,,,11-06-2024 11:09:15,11-06-2024 11:09:18,3.731s,PASSED
"setText(findTestObject(""Aplication rules/search""), ""IT Admin"")",Chrome 125.0.0.0,,,11-06-2024 11:09:19,11-06-2024 11:09:19,0.911s,PASSED
"click(findTestObject(""Aplication rules/btn search""))",Chrome 125.0.0.0,,,11-06-2024 11:09:19,11-06-2024 11:09:20,0.454s,PASSED
"takeScreenshotAsCheckpoint(""menampilkan pencarian yang dicari"")",Chrome 125.0.0.0,,,11-06-2024 11:09:20,11-06-2024 11:09:22,1.868s,PASSED
