Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Report,Chrome 126.0.0.0,,,19-06-2024 14:27:13,19-06-2024 14:28:17,1m - 3.372s,PASSED
,,,,,,,
Test Cases/Login/Login,Chrome 126.0.0.0,,,19-06-2024 14:27:13,19-06-2024 14:27:51,37.757s,PASSED
"openBrowser(""https://gpstqa-new.dipostar.org/dipo/"")",Chrome 126.0.0.0,,,19-06-2024 14:27:14,19-06-2024 14:27:29,15.541s,PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-06-2024 14:27:29,19-06-2024 14:27:30,0.244s,PASSED
"setText(findTestObject(""Home page/input__username""), ""aldo"")",Chrome 126.0.0.0,,,19-06-2024 14:27:30,19-06-2024 14:27:31,1.748s,PASSED
"setEncryptedText(findTestObject(""Home page/input__password""), ""TRrAuhBZTmGN3YbeoZ5Gng=="")",Chrome 126.0.0.0,,,19-06-2024 14:27:31,19-06-2024 14:27:33,2.089s,PASSED
"click(findTestObject(""Home page/btn_Login""))",Chrome 126.0.0.0,,,19-06-2024 14:27:33,19-06-2024 14:27:34,0.746s,PASSED
"takeScreenshotAsCheckpoint(""login berhasil"", STOP_ON_FAILURE)",Chrome 126.0.0.0,,,19-06-2024 14:27:34,19-06-2024 14:27:51,16.987s,PASSED
,,,,,,,
Test Cases/Report/Unvisited list report,Chrome 126.0.0.0,,,19-06-2024 14:27:58,19-06-2024 14:27:59,0.633s,PASSED
"click(findTestObject(""Report/btn Report""))",Chrome 126.0.0.0,,,19-06-2024 14:27:58,19-06-2024 14:27:58,0.314s,PASSED
"click(findTestObject(""Report/btn Unvisit list report""))",Chrome 126.0.0.0,,,19-06-2024 14:27:58,19-06-2024 14:27:59,0.297s,PASSED
,,,,,,,
Test Cases/Report/Visit result report,Chrome 126.0.0.0,,,19-06-2024 14:28:11,19-06-2024 14:28:17,5.954s,PASSED
"click(findTestObject(""Report/btn Report""))",Chrome 126.0.0.0,,,19-06-2024 14:28:11,19-06-2024 14:28:11,0.286s,PASSED
"click(findTestObject(""Report/btn Visit result report""))",Chrome 126.0.0.0,,,19-06-2024 14:28:11,19-06-2024 14:28:11,0.305s,PASSED
"takeScreenshotAsCheckpoint(""Menampilkan halaman visit result report"")",Chrome 126.0.0.0,,,19-06-2024 14:28:11,19-06-2024 14:28:17,5.340s,PASSED
